   ID                      T [s]                   I [mm]
   1.00000000000000        6.00000000000000        8.45270065096013     
   1.00000000000000        12.0000000000000        13.4091309659290     
   1.00000000000000        18.0000000000000        17.8037623762030     
   1.00000000000000        24.0000000000000        21.8523238435594     
   1.00000000000000        30.0000000000000        25.7065888670171     
   1.00000000000000        36.0000000000000        29.4445725815619     
   1.00000000000000        42.0000000000000        33.0830161042066     
   1.00000000000000        48.0000000000000        36.6501329627286     
   1.00000000000000        54.0000000000000        40.1639943448765     
   1.00000000000000        60.0000000000000        43.6325185422105     
   1.00000000000000        66.0000000000000        47.0626040831213     
   1.00000000000000        72.0000000000000        50.4601899124974     
   1.00000000000000        78.0000000000000        53.8309413329667     
   1.00000000000000        84.0000000000000        57.1786911975931     
   1.00000000000000        90.0000000000000        60.5062675941669     
   1.00000000000000        96.0000000000000        63.8164629273425     
   1.00000000000000        102.000000000000        67.1115253044699     
   1.00000000000000        108.000000000000        70.3931794241873     
   1.00000000000000        114.000000000000        73.6631287985923     
   1.00000000000000        120.000000000000        76.9227670951748     
   1.00000000000000        240.000000000000        140.794828856814     
   1.00000000000000        360.000000000000        203.603735598600     
   1.00000000000000        480.000000000000        266.043402872412     
   1.00000000000000        600.000000000000        328.304816609962     
   1.00000000000000        720.000000000000        390.477103579380     
   1.00000000000000        840.000000000000        452.598460967008     
   1.00000000000000        960.000000000000        514.681621168295     
   1.00000000000000        1080.00000000000        576.739316578687     
   1.00000000000000        1200.00000000000        638.784279593631     
   1.00000000000000        1320.00000000000        700.816510213128     
   1.00000000000000        1440.00000000000        762.848740832625     
   1.00000000000000        1560.00000000000        824.855506661228     
   1.00000000000000        1680.00000000000        886.875004885278     
   1.00000000000000        1800.00000000000        948.881770713880     
   1.00000000000000        1920.00000000000        1010.87580414703     
   1.00000000000000        2040.00000000000        1072.88256997564     
   1.00000000000000        2160.00000000000        1134.87660340879     
   1.00000000000000        2280.00000000000        1196.87063684195     
   1.00000000000000        2400.00000000000        1258.86467027510     
   2.00000000000000        9.00000000000000        14.1148337663729     
   2.00000000000000        18.0000000000000        21.9782294819952     
   2.00000000000000        27.0000000000000        28.8946546271678     
   2.00000000000000        36.0000000000000        35.3414806000904     
   2.00000000000000        45.0000000000000        41.5164080755222     
   2.00000000000000        54.0000000000000        47.4896686250877     
   2.00000000000000        63.0000000000000        53.3202998214303     
   2.00000000000000        72.0000000000000        59.0440129993949     
   2.00000000000000        81.0000000000000        64.6801363637274     
   2.00000000000000        90.0000000000000        70.2438757264188     
   2.00000000000000        99.0000000000000        75.7478193768052     
   2.00000000000000        108.000000000000        81.2017166308339     
   2.00000000000000        117.000000000000        86.6087245086983     
   2.00000000000000        126.000000000000        91.9729527635071     
   2.00000000000000        135.000000000000        97.3062702004950     
   2.00000000000000        144.000000000000        102.611680970911     
   2.00000000000000        153.000000000000        107.890614097905     
   2.00000000000000        162.000000000000        113.144614026253     
   2.00000000000000        171.000000000000        118.375783740801     
   2.00000000000000        180.000000000000        123.586394948923     
   2.00000000000000        360.000000000000        225.197878277308     
   2.00000000000000        540.000000000000        324.455683281149     
   2.00000000000000        720.000000000000        422.664599270285     
   2.00000000000000        900.000000000000        520.277331432803     
   2.00000000000000        1080.00000000000        617.495714405659     
   2.00000000000000        1260.00000000000        714.457394677741     
   2.00000000000000        1440.00000000000        811.219111137114     
   2.00000000000000        1620.00000000000        907.843015534343     
   2.00000000000000        1800.00000000000        1004.34408528254     
   2.00000000000000        1980.00000000000        1100.77177072273     
   2.00000000000000        2160.00000000000        1197.12528475089     
   2.00000000000000        2340.00000000000        1293.38856632056     
   2.00000000000000        2520.00000000000        1389.74096307843     
   2.00000000000000        2700.00000000000        1485.95215052714     
   2.00000000000000        2880.00000000000        1582.12745828791     
   2.00000000000000        3060.00000000000        1678.32283365857     
   2.00000000000000        3240.00000000000        1774.38662954292     
   2.00000000000000        3420.00000000000        1870.46734162442     
   2.00000000000000        3600.00000000000        1966.64580079793     
   3.00000000000000        15.0000000000000        22.7247962440575     
   3.00000000000000        30.0000000000000        35.2683014670754     
   3.00000000000000        45.0000000000000        46.4629298848577     
   3.00000000000000        60.0000000000000        56.9878151574951     
   3.00000000000000        75.0000000000000        67.0996055258084     
   3.00000000000000        90.0000000000000        76.9207024278425     
   3.00000000000000        105.000000000000        86.5251961117780     
   3.00000000000000        120.000000000000        95.9641653051568     
   3.00000000000000        135.000000000000        105.265090030948     
   3.00000000000000        150.000000000000        114.449794915234     
   3.00000000000000        165.000000000000        123.537571164497     
   3.00000000000000        180.000000000000        132.543941213039     
   3.00000000000000        195.000000000000        141.479963263271     
   3.00000000000000        210.000000000000        150.355951838027     
   3.00000000000000        225.000000000000        159.177865407379     
   3.00000000000000        240.000000000000        167.949334401376     
   3.00000000000000        255.000000000000        176.674045245206     
   3.00000000000000        270.000000000000        185.356209204834     
   3.00000000000000        285.000000000000        194.000254180557     
   3.00000000000000        300.000000000000        202.610608753706     
   3.00000000000000        600.000000000000        370.296256795327     
   3.00000000000000        900.000000000000        533.449172057691     
   3.00000000000000        1200.00000000000        694.399382907663     
   3.00000000000000        1500.00000000000        854.012692235663     
   3.00000000000000        1800.00000000000        1012.72200148690     
   3.00000000000000        2100.00000000000        1170.76922617488     
   3.00000000000000        2400.00000000000        1328.24349306772     
   3.00000000000000        2700.00000000000        1485.36125288804     
   3.00000000000000        3000.00000000000        1642.22436479941     
   3.00000000000000        3300.00000000000        1798.70550484736     
   3.00000000000000        3600.00000000000        1955.05932094084     
   3.00000000000000        3900.00000000000        2111.15848912537     
   3.00000000000000        4200.00000000000        2267.00300940096     
   3.00000000000000        4500.00000000000        2422.72020572207     
   3.00000000000000        4800.00000000000        2578.43740204318     
   3.00000000000000        5100.00000000000        2733.89995045534     
   3.00000000000000        5400.00000000000        2889.36249886750     
   3.00000000000000        5700.00000000000        3044.57039937072     
   3.00000000000000        6000.00000000000        3199.90562382841     
   4.00000000000000        21.7500000000000        30.9612010929337     
   4.00000000000000        43.5000000000000        47.8651753507734     
   4.00000000000000        65.2500000000000        62.9994033133666     
   4.00000000000000        87.0000000000000        77.2568795098836     
   4.00000000000000        108.750000000000        90.9578400843639     
   4.00000000000000        130.500000000000        104.272803677767     
   4.00000000000000        152.250000000000        117.288999368171     
   4.00000000000000        174.000000000000        130.079289672203     
   4.00000000000000        195.750000000000        142.686693580626     
   4.00000000000000        217.500000000000        155.131513847630     
   4.00000000000000        239.250000000000        167.439010525529     
   4.00000000000000        261.000000000000        179.635873196582     
   4.00000000000000        282.750000000000        191.737318243530     
   4.00000000000000        304.500000000000        203.751512175111     
   4.00000000000000        326.250000000000        215.686331054750     
   4.00000000000000        348.000000000000        227.549173921532     
   4.00000000000000        369.750000000000        239.347357315296     
   4.00000000000000        391.500000000000        251.087174805542     
   4.00000000000000        413.250000000000        262.772903982193     
   4.00000000000000        435.000000000000        274.408586681322     
   4.00000000000000        870.000000000000        500.446803058156     
   4.00000000000000        1305.00000000000        719.584061102525     
   4.00000000000000        1740.00000000000        935.181713212530     
   4.00000000000000        2175.00000000000        1148.55119611925     
   4.00000000000000        2610.00000000000        1360.32912959505     
   4.00000000000000        3045.00000000000        1570.92295029424     
   4.00000000000000        3480.00000000000        1780.62550331212     
   4.00000000000000        3915.00000000000        1989.56411260317     
   4.00000000000000        4350.00000000000        2197.73877816736     
   4.00000000000000        4785.00000000000        2405.53147186814     
   4.00000000000000        5220.00000000000        2612.81486975103     
   4.00000000000000        5655.00000000000        2819.71629577049     
   4.00000000000000        6090.00000000000        3026.23574992653     
   4.00000000000000        6525.00000000000        3232.37323221916     
   4.00000000000000        6960.00000000000        3438.38339055731     
   4.00000000000000        7395.00000000000        3644.01157703204     
   4.00000000000000        7830.00000000000        3849.38511559782     
   4.00000000000000        8265.00000000000        4054.63133020913     
   4.00000000000000        8700.00000000000        4259.62289691149     
   5.00000000000000        27.0000000000000        35.5595488227679     
   5.00000000000000        54.0000000000000        54.1285128919365     
   5.00000000000000        81.0000000000000        70.6655537178633     
   5.00000000000000        108.000000000000        86.1708785674302     
   5.00000000000000        135.000000000000        101.028064135216     
   5.00000000000000        162.000000000000        115.436885716588     
   5.00000000000000        189.000000000000        129.507582614359     
   5.00000000000000        216.000000000000        143.298902495856     
   5.00000000000000        243.000000000000        156.867297873173     
   5.00000000000000        270.000000000000        170.257488896509     
   5.00000000000000        297.000000000000        183.496431182363     
   5.00000000000000        324.000000000000        196.603164593138     
   5.00000000000000        351.000000000000        209.588824622181     
   5.00000000000000        378.000000000000        222.465148510393     
   5.00000000000000        405.000000000000        235.247141917453     
   5.00000000000000        432.000000000000        247.950214339538     
   5.00000000000000        459.000000000000        260.582842376184     
   5.00000000000000        486.000000000000        273.145365383547     
   5.00000000000000        513.000000000000        285.637740351298     
   5.00000000000000        540.000000000000        298.065377422502     
   5.00000000000000        1080.00000000000        538.669454191105     
   5.00000000000000        1620.00000000000        770.819220382667     
   5.00000000000000        2160.00000000000        998.550845353999     
   5.00000000000000        2700.00000000000        1223.44314614057     
   5.00000000000000        3240.00000000000        1446.27279886467     
   5.00000000000000        3780.00000000000        1667.68915569412     
   5.00000000000000        4320.00000000000        1887.70494902435     
   5.00000000000000        4860.00000000000        2106.82947467327     
   5.00000000000000        5400.00000000000        2325.06273264088     
   5.00000000000000        5940.00000000000        2542.65937083612     
   5.00000000000000        6480.00000000000        2759.61938925899     
   5.00000000000000        7020.00000000000        2975.94278790950     
   5.00000000000000        7560.00000000000        3191.75689074211     
   5.00000000000000        8100.00000000000        3407.18902171130     
   5.00000000000000        8640.00000000000        3622.23918081706     
   5.00000000000000        9180.00000000000        3836.90736805941     
   5.00000000000000        9720.00000000000        4051.19358343834     
   5.00000000000000        10260.0000000000        4265.22515090832     
   5.00000000000000        10800.0000000000        4478.87474651488     
   6.00000000000000        33.7500000000000        37.8706887513386     
   6.00000000000000        67.5000000000000        56.4892627118663     
   6.00000000000000        101.250000000000        72.8941077931615     
   6.00000000000000        135.000000000000        88.1989838462978     
   6.00000000000000        168.750000000000        102.804004434352     
   6.00000000000000        202.500000000000        116.911207180054     
   6.00000000000000        236.250000000000        130.649246193175     
   6.00000000000000        270.000000000000        144.095328585527     
   6.00000000000000        303.750000000000        157.300523693383     
   6.00000000000000        337.500000000000        170.310631254214     
   6.00000000000000        371.250000000000        183.154365287050     
   6.00000000000000        405.000000000000        195.848425998831     
   6.00000000000000        438.750000000000        208.410907476957     
   6.00000000000000        472.500000000000        220.861157531245     
   6.00000000000000        506.250000000000        233.211897268668     
   6.00000000000000        540.000000000000        245.467851829492     
   6.00000000000000        573.750000000000        257.640459631406     
   6.00000000000000        607.500000000000        269.744585369345     
   6.00000000000000        641.250000000000        281.782727425431     
   6.00000000000000        675.000000000000        293.757317311484     
   6.00000000000000        1350.00000000000        524.457034480416     
   6.00000000000000        2025.00000000000        745.942585487581     
   6.00000000000000        2700.00000000000        962.594560610678     
   6.00000000000000        3375.00000000000        1176.13196776608     
   6.00000000000000        4050.00000000000        1387.53471920196     
   6.00000000000000        4725.00000000000        1597.08662126148     
   6.00000000000000        5400.00000000000        1805.19902652551     
   6.00000000000000        6075.00000000000        2012.27747767477     
   6.00000000000000        6750.00000000000        2218.47268938935     
   6.00000000000000        7425.00000000000        2423.93299096175     
   6.00000000000000        8100.00000000000        2628.47571615127     
   6.00000000000000        8775.00000000000        2832.46576796384     
   6.00000000000000        9450.00000000000        3036.04581395047     
   6.00000000000000        10125.0000000000        3238.94602146229     
   6.00000000000000        10800.0000000000        3441.43916546467     
   6.00000000000000        11475.0000000000        3643.55695015779     
   6.00000000000000        12150.0000000000        3845.24401779112     
   6.00000000000000        12825.0000000000        4046.58297530348     
   6.00000000000000        13500.0000000000        4247.65444519098     
   7.00000000000000        60.0000000000000        44.8373527336416     
   7.00000000000000        120.000000000000        66.5976906264887     
   7.00000000000000        180.000000000000        85.7475120137819     
   7.00000000000000        240.000000000000        103.587492131491     
   7.00000000000000        300.000000000000        120.616790491414     
   7.00000000000000        360.000000000000        137.062182658104     
   7.00000000000000        420.000000000000        153.063588589499     
   7.00000000000000        480.000000000000        168.740852917181     
   7.00000000000000        540.000000000000        184.135284232772     
   7.00000000000000        600.000000000000        199.287453541948     
   7.00000000000000        660.000000000000        214.250793173397     
   7.00000000000000        720.000000000000        229.047706566533     
   7.00000000000000        780.000000000000        243.693033321174     
   7.00000000000000        840.000000000000        258.202288365533     
   7.00000000000000        900.000000000000        272.590392953155     
   7.00000000000000        960.000000000000        286.870756471811     
   7.00000000000000        1020.00000000000        301.055769996248     
   7.00000000000000        1080.00000000000        315.155578589263     
   7.00000000000000        1140.00000000000        329.179385913070     
   7.00000000000000        1200.00000000000        343.125324910679     
   7.00000000000000        2400.00000000000        611.626080104430     
   7.00000000000000        3600.00000000000        869.329763958827     
   7.00000000000000        4800.00000000000        1121.31660225736     
   7.00000000000000        6000.00000000000        1369.62377827161     
   7.00000000000000        7200.00000000000        1615.23168645103     
   7.00000000000000        8400.00000000000        1858.67508740439     
   7.00000000000000        9600.00000000000        2100.59060090407     
   7.00000000000000        10800.0000000000        2341.10555090454     
   7.00000000000000        12000.0000000000        2580.60190926923     
   7.00000000000000        13200.0000000000        2819.07967599812     
   7.00000000000000        14400.0000000000        3056.66617504571     
   7.00000000000000        15600.0000000000        3293.61605432092     
   7.00000000000000        16800.0000000000        3529.80198986929     
   7.00000000000000        18000.0000000000        3765.35130564530     
   7.00000000000000        19200.0000000000        4000.51864955788     
   7.00000000000000        20400.0000000000        4235.04937369810     
   7.00000000000000        21600.0000000000        4469.19812597489     
   7.00000000000000        22800.0000000000        4702.96490638827     
   7.00000000000000        24000.0000000000        4936.22239098375     
   8.00000000000000        112.500000000000        49.7626045033195     
   8.00000000000000        225.000000000000        73.1995872638262     
   8.00000000000000        337.500000000000        93.7470776391474     
   8.00000000000000        450.000000000000        112.844723042413     
   8.00000000000000        562.500000000000        131.052638223109     
   8.00000000000000        675.000000000000        148.600899440282     
   8.00000000000000        787.500000000000        165.703680593985     
   8.00000000000000        900.000000000000        182.400329093831     
   8.00000000000000        1012.50000000000        198.790376167009     
   8.00000000000000        1125.00000000000        214.928164716207     
   8.00000000000000        1237.50000000000        230.843722165284     
   8.00000000000000        1350.00000000000        246.566513284819     
   8.00000000000000        1462.50000000000        262.131692456953     
   8.00000000000000        1575.00000000000        277.562012660517     
   8.00000000000000        1687.50000000000        292.869045785361     
   8.00000000000000        1800.00000000000        308.047575453225     
   8.00000000000000        1912.50000000000        323.110474502055     
   8.00000000000000        2025.00000000000        338.087699593291     
   8.00000000000000        2137.50000000000        352.974492667576     
   8.00000000000000        2250.00000000000        367.773111312993     
   8.00000000000000        4500.00000000000        652.528466346829     
   8.00000000000000        6750.00000000000        925.374690255692     
   8.00000000000000        9000.00000000000        1191.99412938561     
   8.00000000000000        11250.0000000000        1454.60779045156     
   8.00000000000000        13500.0000000000        1714.22322264723     
   8.00000000000000        15750.0000000000        1971.74423145530     
   8.00000000000000        18000.0000000000        2227.27793560522     
   8.00000000000000        20250.0000000000        2481.40035858498     
   8.00000000000000        22500.0000000000        2734.29197341297     
   8.00000000000000        24750.0000000000        2986.34837554953     
   8.00000000000000        27000.0000000000        3237.21154248915     
   8.00000000000000        29250.0000000000        3487.31643170894     
   8.00000000000000        31500.0000000000        3736.85989554691     
   8.00000000000000        33750.0000000000        3985.58161359869     
   8.00000000000000        36000.0000000000        4233.77613415336     
   8.00000000000000        38250.0000000000        4481.33333979720     
   8.00000000000000        40500.0000000000        4728.56818818148     
   8.00000000000000        42750.0000000000        4975.31379675480     
   8.00000000000000        45000.0000000000        5221.55537295890     
   9.00000000000000        262.500000000000        56.1647206661915     
   9.00000000000000        525.000000000000        82.3004503646684     
   9.00000000000000        787.500000000000        105.176481295933     
   9.00000000000000        1050.00000000000        126.438084783545     
   9.00000000000000        1312.50000000000        146.679163342202     
   9.00000000000000        1575.00000000000        166.214231330253     
   9.00000000000000        1837.50000000000        185.204689872179     
   9.00000000000000        2100.00000000000        203.785943414777     
   9.00000000000000        2362.50000000000        221.995105208242     
   9.00000000000000        2625.00000000000        239.949831824784     
