   ID                      T [s]                   I [mm]
   1.00000000000000        6.00000000000000        8.41333653327761     
   1.00000000000000        12.0000000000000        13.3967021056123     
   1.00000000000000        18.0000000000000        17.7412658968017     
   1.00000000000000        24.0000000000000        21.7935709267734     
   1.00000000000000        30.0000000000000        25.6575557910025     
   1.00000000000000        36.0000000000000        29.3879536933683     
   1.00000000000000        42.0000000000000        33.0270673346996     
   1.00000000000000        48.0000000000000        36.5961411532055     
   1.00000000000000        54.0000000000000        40.1097236718750     
   1.00000000000000        60.0000000000000        43.5775107453282     
   1.00000000000000        66.0000000000000        47.0074668453658     
   1.00000000000000        72.0000000000000        50.4052372169805     
   1.00000000000000        78.0000000000000        53.7761129421675     
   1.00000000000000        84.0000000000000        57.1238442346555     
   1.00000000000000        90.0000000000000        60.4513387201056     
   1.00000000000000        96.0000000000000        63.7614675894969     
   1.00000000000000        102.000000000000        67.0565069326517     
   1.00000000000000        108.000000000000        70.3381620677599     
   1.00000000000000        114.000000000000        73.6081153209762     
   1.00000000000000        120.000000000000        76.8677441272643     
   1.00000000000000        240.000000000000        140.739708420438     
   1.00000000000000        360.000000000000        203.548596807336     
   1.00000000000000        480.000000000000        265.988241319666     
   1.00000000000000        600.000000000000        328.249648928407     
   1.00000000000000        720.000000000000        390.421932586868     
   1.00000000000000        840.000000000000        452.543287003321     
   1.00000000000000        960.000000000000        514.626446528654     
   1.00000000000000        1080.00000000000        576.684142164518     
   1.00000000000000        1200.00000000000        638.729104287187     
   1.00000000000000        1320.00000000000        700.761335364119     
   1.00000000000000        1440.00000000000        762.793564894667     
   1.00000000000000        1560.00000000000        824.800329369776     
   1.00000000000000        1680.00000000000        886.819827623920     
   1.00000000000000        1800.00000000000        948.826593770621     
   1.00000000000000        1920.00000000000        1010.82062718539     
   1.00000000000000        2040.00000000000        1072.82739302880     
   1.00000000000000        2160.00000000000        1134.82142636207     
   1.00000000000000        2280.00000000000        1196.81545863592     
   1.00000000000000        2400.00000000000        1258.80639282790     
   2.00000000000000        9.00000000000000        14.0067783700498     
   2.00000000000000        18.0000000000000        21.8168790490325     
   2.00000000000000        27.0000000000000        28.7137590646392     
   2.00000000000000        36.0000000000000        35.1672898401646     
   2.00000000000000        45.0000000000000        41.3395500166264     
   2.00000000000000        54.0000000000000        47.3129208085675     
   2.00000000000000        63.0000000000000        53.1441113270755     
   2.00000000000000        72.0000000000000        58.8675833882503     
   2.00000000000000        81.0000000000000        64.5034588142991     
   2.00000000000000        90.0000000000000        70.0671802612769     
   2.00000000000000        99.0000000000000        75.5711649647935     
   2.00000000000000        108.000000000000        81.0250423752505     
   2.00000000000000        117.000000000000        86.4320012202571     
   2.00000000000000        126.000000000000        91.7962023221262     
   2.00000000000000        135.000000000000        97.1295011810687     
   2.00000000000000        144.000000000000        102.434893416500     
   2.00000000000000        153.000000000000        107.713808721613     
   2.00000000000000        162.000000000000        112.967792344218     
   2.00000000000000        171.000000000000        118.198947590838     
   2.00000000000000        180.000000000000        123.409546012116     
   2.00000000000000        360.000000000000        225.020897182289     
   2.00000000000000        540.000000000000        324.278654902986     
   2.00000000000000        720.000000000000        422.487546694759     
   2.00000000000000        900.000000000000        520.100260699219     
   2.00000000000000        1080.00000000000        617.318633346148     
   2.00000000000000        1260.00000000000        714.280307175841     
   2.00000000000000        1440.00000000000        811.042019910597     
   2.00000000000000        1620.00000000000        907.665917300339     
   2.00000000000000        1800.00000000000        1004.16698604752     
   2.00000000000000        1980.00000000000        1100.59466557164     
   2.00000000000000        2160.00000000000        1196.94818077657     
   2.00000000000000        2340.00000000000        1293.21145892568     
   2.00000000000000        2520.00000000000        1389.56383843874     
